ShipmentID,Date,Origin,Destination,Distance_km,Weight_kg,ShippingMode,EstimatedTime_days,DeliveryTime_days,Delay_hours,FuelCost_USD,TotalCost_USD,PackageValue_USD,CustomerRating,WeatherDelay,TrafficDelay,LostOrDamaged
FDX001314,2023-06-05,Los Angeles,London,3020,18.130000000000003,Air,2,1.0,0,5.74,118.88,10.0,5.0,No,No,No
FDX000712,2024-09-14,Seattle,Dubai,2608,13.379999999999999,Air,1,6.0,129,5.25,99.67,13.61,4.0,No,No,No
FDX001177,2023-03-11,Denver,Mumbai,3116,6.909999999999999,Air,1,1.0,0,3.41,91.37,65.64,4.0,No,No,No
FDX000611,2023-05-30,Houston,Sydney,3415,13.9,Air,1,1.0,14,3.63,111.99,37.41,5.0,No,No,No
FDX001777,2023-01-13,Atlanta,Berlin,3818,37.370000000000005,Express,2,3.0,24,6.75,376.35,16.01,3.0,No,No,No
FDX000739,2024-01-02,Seattle,Tokyo,3276,15.02,Air,2,2.0,13,6.14,118.98,64.23,4.0,No,Yes,No
FDX001252,2026-07-06,Atlanta,Singapore,4902,27.44,Ground,7,8.0,24,4.34,170.94,68.2,4.0,No,No,No
FDX000696,2024-03-31,Seattle,Berlin,1992,26.09,Ground,2,1.0,0,1.39,101.19,40.34,4.0,No,No,No
FDX001026,2024-10-15,Dallas,Singapore,2763,23.53,Air,1,1.0,0,5.43,123.61,205.5,5.0,No,No,No
FDX001550,2024-03-29,Miami,Mumbai,4700,3.21,Ground,6,5.0,0,3.63,116.31,27.83,5.0,No,No,No
FDX001670,2023-09-07,New York,London,4223,47.940000000000005,Air,3,5.0,48,5.42,201.6,24.32,4.0,No,No,No
FDX001464,2023-06-30,Denver,Mexico City,1896,9.65,Air,1,3.0,50,2.7,70.32,27.19,4.0,No,Yes,No
FDX000764,2024-01-29,New York,Toronto,4955,22.59,Ground,7,8.0,32,3.03,158.37,14.59,5.0,No,No,No
FDX000735,2023-03-13,San Francisco,Tokyo,1889,9.74,Ground,2,1.0,0,1.63,67.15,12.68,5.0,No,No,No
FDX001533,2023-10-12,San Francisco,Singapore,2042,27.25,Air,1,1.0,5,3.27,110.15,316.84,5.0,No,No,No
FDX001155,2023-04-10,Miami,Tokyo,6483,28.67,Air,4,7.0,72,9.94,221.82,167.27,3.0,No,No,No
FDX000385,2023-08-06,Houston,Mexico City,4543,0.30000000000000004,Air,2,1.0,0,7.93,120.25,72.72,4.0,No,No,No
FDX001363,2023-03-05,Denver,Berlin,1567,5.72,Air,1,2.0,24,1.56,52.46,11.56,4.0,No,No,No
FDX001926,2024-02-03,Denver,Sydney,2370,6.5,Air,1,3.0,53,4.47,78.81,16.73,5.0,No,No,No
FDX001754,2023-01-31,Chicago,Singapore,2778,60.35,Air,1,2.0,24,5.54,197.88,52.66,3.0,No,No,No
FDX000387,2023-05-28,Dallas,Singapore,2528,0.28,Ground,3,3.0,7,1.95,61.97,283.8,4.0,No,No,No
FDX000090,2023-06-20,San Francisco,Berlin,1805,51.36,Air,1,2.0,24,3.31,153.75,61.74,2.0,No,No,No
FDX001217,2024-01-27,Houston,London,2877,5.06,Air,1,3.0,53,5.91,90.39,141.65,5.0,No,No,No
FDX000308,2023-08-11,Miami,Mumbai,4701,5.529999999999999,Ground,6,8.0,48,5.19,125.65,62.24,4.0,No,No,No
FDX000287,2024-09-05,Seattle,Berlin,3965,30.42,Air,1,1.0,0,7.19,166.71,33.97,4.0,No,No,No
FDX000803,2023-04-04,Houston,Toronto,4670,6.47,Ground,7,10.0,74,4.35,124.39,561.15,4.0,Yes,No,No
FDX000147,2025-10-23,Atlanta,Singapore,2271,44.690000000000005,Air,2,7.0,132,4.01,151.83,48.13,4.0,No,No,No
FDX001481,2023-07-22,San Francisco,London,2304,17.18,Air,1,2.0,24,2.52,93.0,78.31,5.0,No,No,No
FDX001294,2023-07-24,Chicago,Mumbai,3341,13.85,Ground,5,5.0,23,1.95,105.37,84.52,4.0,No,No,No
FDX000587,2023-01-01,New York,Tokyo,3695,11.32,Express,2,2.0,0,3.41,311.77,60.82,3.0,No,No,No
FDX001515,2023-05-11,New York,Tokyo,5641,19.5,Air,3,4.0,35,11.68,191.86,76.49,5.0,No,Yes,No
FDX000883,2023-06-19,Atlanta,Berlin,2025,11.32,Air,2,2.0,2,3.87,79.75,35.54,4.0,No,No,No
FDX000184,2023-03-25,Denver,Toronto,3951,11.42,Ground,6,3.0,0,2.57,114.57,18.91,4.0,No,No,No
FDX000404,2023-09-20,Dallas,Singapore,3392,34.27,Ground,4,4.0,8,3.11,150.71,30.92,3.0,No,Yes,No
FDX001583,2023-06-20,San Francisco,São Paulo,4569,33.45,Air,3,3.0,5,6.41,182.51,166.03,4.0,No,No,No
FDX000059,2024-04-13,Dallas,Mexico City,2276,38.14,Air,1,1.0,1,2.36,133.88,42.65,4.0,No,No,No
FDX000512,2023-02-21,Chicago,Tokyo,3827,1.52,Air,1,3.0,60,5.33,100.57,44.28,4.0,No,No,No
FDX000442,2023-07-24,Dallas,Tokyo,2056,23.080000000000002,Air,2,2.0,3,1.98,98.22,23.93,5.0,No,No,No
FDX001540,2023-04-29,Atlanta,Mexico City,3139,30.35,Air,1,2.0,32,3.38,138.62,17.85,4.0,No,No,No
FDX000542,2024-08-03,Seattle,São Paulo,3274,21.46,Ground,6,7.0,26,3.33,123.39,89.35,3.0,No,No,No
FDX001934,2024-05-21,San Francisco,Mumbai,2794,7.88,Ground,4,6.0,48,2.19,83.21,257.78,4.0,No,No,No
FDX001480,2023-02-14,Los Angeles,Berlin,1026,4.949999999999999,Ground,3,4.0,40,0.93,38.21,28.66,4.0,No,No,No
FDX000509,2023-03-02,Los Angeles,Singapore,1824,27.25,Ground,4,5.0,30,1.72,101.14,17.42,5.0,Yes,No,No
FDX000663,2023-05-03,New York,Sydney,5807,33.550000000000004,Ground,7,4.0,0,5.37,204.35,28.65,5.0,No,No,No
FDX000478,2023-07-26,Dallas,Tokyo,1349,30.07,Air,1,1.0,0,1.5,96.62,91.21,4.0,No,Yes,No
FDX001685,2023-07-13,Atlanta,São Paulo,1091,17.110000000000003,Air,1,1.0,0,1.06,64.22,136.04,5.0,No,No,No
FDX001732,2023-10-01,Los Angeles,Singapore,4939,,Ground,6,,48,,139.55,83.15,,No,No,No
FDX001211,2025-07-17,Miami,Mexico City,3847,28.62,Air,2,2.0,9,3.67,150.19,19.09,4.0,No,No,No
FDX000463,2023-04-12,New York,Sydney,3844,14.62,Air,2,2.0,8,5.33,127.11,35.96,4.0,No,No,No
FDX000979,2023-07-08,Atlanta,Berlin,4354,11.26,Air,2,3.0,24,8.87,141.21,15.23,3.0,No,Yes,No
FDX001484,2023-02-01,San Francisco,Singapore,2742,15.61,Ground,3,4.0,24,1.66,96.04,28.13,4.0,No,No,No
FDX000915,2024-05-24,Miami,Toronto,3861,25.26,Air,2,2.0,18,5.31,148.67,48.37,3.0,No,Yes,No
FDX000965,2025-05-17,Atlanta,Sydney,5350,1.6300000000000001,Ground,8,11.0,72,6.46,134.64,14.48,4.0,No,Yes,No
FDX001027,2023-07-03,Atlanta,Tokyo,2988,0.9299999999999999,Express,1,2.0,30,5.27,282.43,126.94,5.0,No,No,No
FDX000602,2023-01-29,Los Angeles,Berlin,959,25.73,Ground,3,1.0,0,1.1,78.94,14.16,5.0,No,No,No
FDX000437,2024-03-24,Atlanta,Sydney,3907,26.380000000000003,Air,2,6.0,96,4.38,149.04,30.48,3.0,No,No,No
FDX001423,2023-10-28,Atlanta,London,1972,32.61,Ground,2,3.0,28,1.42,113.92,73.97,1.0,Yes,No,No
FDX000804,2023-03-19,Houston,Mexico City,3071,14.74,Air,2,3.0,24,6.09,114.17,54.6,4.0,No,No,No
FDX000195,2024-03-21,Atlanta,Toronto,406,17.21,Air,1,2.0,42,0.69,49.61,142.5,4.0,No,No,No
FDX001174,2023-06-06,Denver,London,2493,44.9,Air,2,2.0,0,5.18,160.2,72.25,2.0,No,Yes,No
FDX000523,2023-11-19,New York,Mexico City,4589,32.800000000000004,Ground,5,5.0,0,4.86,176.96,11.62,5.0,No,No,No
FDX001134,2023-02-05,New York,São Paulo,2500,17.26,Express,1,4.0,72,4.95,304.37,11.85,5.0,No,Yes,No
FDX001360,2024-02-27,Miami,Mumbai,6391,17.32,Ground,9,8.0,0,6.95,188.31,82.2,5.0,No,No,No
FDX001349,2023-06-19,Seattle,Sydney,3922,5.38,Ground,4,2.0,0,4.81,108.63,33.48,5.0,No,No,No
FDX000769,2023-03-07,Dallas,Mumbai,3573,0.56,Air,2,3.0,26,5.43,93.87,98.4,4.0,Yes,No,No
FDX001903,2023-04-30,Denver,Mexico City,3772,19.540000000000003,Air,1,1.0,8,5.14,134.94,38.77,5.0,No,No,No
FDX000732,2023-04-10,San Francisco,Sydney,3010,21.89,Express,2,4.0,48,4.21,321.61,202.35,4.0,No,No,No
FDX000388,2023-01-16,Dallas,London,3325,9.459999999999999,Air,1,1.0,0,5.29,106.29,10.0,5.0,Yes,No,No
FDX000958,2023-04-09,Los Angeles,Tokyo,4549,43.64,Air,3,3.0,9,8.68,209.3,46.08,3.0,No,No,No
FDX001887,2023-01-26,Houston,Mexico City,2567,52.68,Air,2,1.0,0,4.51,175.23,46.63,5.0,No,No,No
FDX001857,2023-10-09,Houston,Mumbai,4067,37.02,Air,3,6.0,72,4.84,174.9,109.84,4.0,No,No,No
FDX001490,2023-03-30,San Francisco,Tokyo,50,26.060000000000002,Air,1,1.0,0,0.08,58.36,40.46,5.0,No,No,No
FDX001924,2023-06-12,Denver,Dubai,5176,8.969999999999999,Ground,8,11.0,73,2.91,135.19,32.9,5.0,Yes,No,No
FDX000730,2023-08-09,Houston,Mumbai,2711,0.4,Air,2,1.0,0,4.14,72.44,19.9,3.0,No,No,No
FDX000266,2023-10-17,San Francisco,Berlin,4293,15.32,Air,2,3.0,51,8.96,148.38,175.93,4.0,No,No,No
FDX000569,2024-10-21,Los Angeles,Toronto,3100,0.11,Ground,3,1.0,0,3.3,77.12,34.45,5.0,No,No,No
FDX000843,2023-11-20,Dallas,London,2505,17.200000000000003,Ground,4,7.0,79,1.48,93.94,19.72,4.0,No,No,No
FDX000458,2023-10-25,Dallas,Berlin,3035,44.58,Air,2,3.0,27,3.24,164.58,160.15,4.0,No,No,No
FDX001769,2023-01-16,Atlanta,London,2397,3.24,Ground,3,2.0,0,3.01,68.45,28.9,4.0,No,No,No
FDX001731,2023-05-31,Dallas,São Paulo,3313,3.81,Air,2,4.0,54,6.66,98.86,168.51,5.0,No,No,No
FDX001907,2023-04-28,Houston,London,2688,43.38,Ground,3,6.0,75,2.69,153.59,124.27,5.0,No,No,No
FDX000676,2023-03-13,San Francisco,Sydney,3474,18.48,Express,2,3.0,38,6.58,331.18,129.77,5.0,Yes,No,No
FDX000274,2023-05-14,Chicago,Berlin,1397,20.69,Air,1,1.0,6,1.52,78.88,21.46,5.0,No,No,No
FDX001381,2023-02-08,Dallas,Berlin,2426,49.03,Ground,5,3.0,0,3.04,160.7,17.42,4.0,No,No,No
FDX000547,2023-05-20,Los Angeles,Singapore,2657,9.629999999999999,Air,1,1.0,24,4.52,90.96,36.11,4.0,No,No,No
FDX001388,2023-05-04,Chicago,London,3422,18.26,Air,2,2.0,0,3.61,120.79,126.48,4.0,No,Yes,No
FDX001149,2024-04-21,Los Angeles,London,4030,3.66,Ground,5,3.0,0,5.06,108.1,39.89,5.0,No,No,No
FDX000047,2024-07-12,Chicago,Sydney,2570,30.14,Air,2,2.0,0,2.59,124.45,10.0,4.0,Yes,No,No
FDX000310,2024-09-13,Atlanta,Toronto,2412,26.73,Ground,5,5.0,8,2.61,114.53,10.4,5.0,No,Yes,No
FDX000259,2024-07-31,Denver,Mumbai,50,7.01,Express,1,4.0,85,0.09,220.29,29.74,5.0,No,No,No
FDX001921,2023-06-14,San Francisco,Mumbai,3727,61.11,Ground,6,7.0,37,2.97,210.67,105.54,1.0,Yes,No,No
FDX000653,2025-05-10,Dallas,Singapore,6008,46.89,Air,3,7.0,106,9.38,247.08,22.22,4.0,No,No,No
FDX001067,2023-04-09,Dallas,Sydney,2084,14.41,Air,2,3.0,24,2.75,83.75,68.93,1.0,Yes,No,No
FDX001316,2024-08-10,Seattle,São Paulo,5116,17.6,Express,3,3.0,0,6.06,360.7,65.97,5.0,No,Yes,No
FDX001119,2024-04-04,New York,Mumbai,5856,,Ground,7,,57,,214.64,10.0,,No,No,No
FDX000189,2023-02-06,Seattle,London,3094,1.0,Express,2,3.0,28,6.04,287.0,22.59,3.0,No,No,No
FDX000408,2025-01-08,New York,London,5164,2.88,Ground,8,8.0,0,5.0,129.04,16.68,5.0,No,No,No
FDX000316,2023-01-29,Miami,Mexico City,5606,31.5,Air,3,1.0,0,5.21,195.75,29.19,4.0,No,No,No
FDX001397,2023-07-02,Atlanta,Mumbai,2631,41.88,Air,2,1.0,0,4.41,154.61,12.07,4.0,No,No,No
FDX001700,2023-04-27,New York,Mumbai,4661,23.51,Express,3,6.0,81,4.78,359.58,16.06,5.0,No,No,No
FDX000430,2023-12-13,Seattle,Mumbai,5534,43.95,Air,2,2.0,0,9.02,230.64,63.25,3.0,No,No,No
FDX001831,2023-01-04,New York,London,4724,8.31,Air,3,5.0,59,5.81,133.53,10.0,5.0,No,No,No
FDX001057,2023-02-15,Houston,Toronto,3631,25.26,Air,1,3.0,57,7.53,150.73,784.55,5.0,Yes,No,No
FDX001004,2023-09-15,Houston,Mexico City,4513,10.57,Ground,6,6.0,6,3.57,127.11,10.08,5.0,No,No,No
FDX000193,2024-04-01,New York,Berlin,3389,14.129999999999999,Ground,4,3.0,0,1.91,106.77,17.09,5.0,Yes,No,No
FDX001647,2023-08-27,Miami,Dubai,6604,,Express,4,,0,,376.72,16.46,,No,No,No
FDX001966,2023-02-22,San Francisco,Berlin,4813,27.1,Ground,7,8.0,30,3.89,167.13,25.02,2.0,No,No,No
FDX001626,2023-02-19,San Francisco,Singapore,2925,12.37,Air,1,3.0,56,4.88,102.88,18.64,4.0,Yes,Yes,No
FDX001372,2023-03-09,San Francisco,Toronto,2388,10.219999999999999,Air,2,3.0,24,2.61,81.03,50.27,4.0,No,Yes,No
FDX000312,2023-10-06,Atlanta,Dubai,5096,23.57,Ground,6,5.0,0,5.82,171.52,100.74,4.0,No,No,No
FDX000796,2023-09-06,San Francisco,Mexico City,4147,2.2,Express,2,3.0,24,3.83,303.83,19.83,5.0,No,No,No
FDX000019,2023-09-02,Los Angeles,Toronto,3207,19.810000000000002,Ground,5,3.0,0,3.34,118.78,15.46,4.0,No,No,No
FDX000922,2023-05-04,Miami,São Paulo,4252,19.540000000000003,Air,2,4.0,48,7.84,152.64,54.84,5.0,No,No,No
FDX000785,2023-01-01,Houston,London,4385,8.78,Air,3,3.0,9,5.07,125.47,59.29,5.0,No,No,No
FDX000018,2023-11-08,Atlanta,Berlin,1971,9.62,Express,1,1.0,7,3.79,275.03,10.0,4.0,No,No,No
FDX001358,2024-04-02,Miami,Berlin,5156,8.19,Air,2,1.0,0,7.52,147.06,44.09,4.0,No,No,No
FDX001783,2024-05-30,New York,Sydney,2971,13.53,Air,2,1.0,0,5.86,109.06,15.82,5.0,No,No,No
FDX001846,2023-03-23,Houston,Tokyo,4132,1.1700000000000002,Air,2,1.0,0,6.46,109.36,125.1,4.0,No,No,No
FDX001897,2023-03-27,Seattle,Dubai,1492,23.69,Ground,2,3.0,26,1.51,86.75,47.19,4.0,No,No,No
FDX001273,2023-03-03,San Francisco,Mumbai,3597,26.060000000000002,Express,2,2.0,0,5.31,344.99,12.02,4.0,No,No,No
FDX000505,2023-03-05,Dallas,Dubai,4342,12.36,Air,3,2.0,0,7.56,139.24,19.49,5.0,No,No,No
FDX001994,2023-02-25,Miami,Tokyo,4023,20.470000000000002,Ground,6,6.0,5,2.63,134.29,138.42,5.0,No,No,No
FDX001997,2023-12-04,Dallas,Mexico City,3229,17.14,Ground,4,5.0,24,3.95,115.71,41.02,3.0,No,No,No
FDX000800,2024-02-14,New York,Dubai,2603,3.0300000000000002,Air,2,2.0,10,3.87,74.73,103.65,5.0,No,No,No
FDX001457,2024-07-02,San Francisco,Tokyo,3081,34.36,Express,2,4.0,48,4.27,348.15,57.31,5.0,No,No,No
FDX000878,2023-12-30,Miami,Sydney,4828,44.26,Express,3,1.0,0,7.06,411.26,14.72,5.0,No,No,No
FDX001092,2023-06-14,Miami,Tokyo,4009,9.37,Air,2,3.0,28,8.05,128.07,144.87,5.0,No,No,No
FDX000422,2025-01-15,Seattle,Berlin,3213,7.59,Ground,6,7.0,39,2.81,92.87,24.02,4.0,No,No,No
FDX001009,2025-12-10,Denver,Toronto,2277,1.1300000000000001,Air,1,1.0,0,4.26,65.58,10.0,3.0,No,Yes,No
FDX001689,2023-08-18,Seattle,London,2881,38.96,Ground,5,6.0,46,3.13,149.93,211.05,4.0,No,No,No
FDX000777,2023-09-02,San Francisco,Mexico City,1746,34.84,Air,1,1.0,0,3.15,119.05,10.0,2.0,No,Yes,No
FDX000372,2024-02-22,Dallas,Berlin,2535,15.44,Air,2,3.0,28,5.09,101.85,11.52,5.0,No,No,No
FDX001318,2023-03-11,Chicago,Berlin,1553,28.880000000000003,Ground,3,4.0,24,1.59,98.59,21.19,4.0,No,No,No
FDX001340,2024-06-10,San Francisco,Toronto,839,17.42,Ground,3,1.0,0,0.76,58.9,37.86,3.0,No,No,No
FDX000910,2023-03-21,San Francisco,Tokyo,3520,27.03,Ground,6,6.0,1,3.8,140.86,32.62,3.0,No,No,No
FDX001197,2023-08-07,Dallas,Toronto,3469,34.06,Ground,5,5.0,7,3.34,152.52,77.13,4.0,No,No,No
FDX000565,2023-01-14,Dallas,Toronto,2924,1.29,Ground,5,3.0,0,1.9,71.76,167.17,4.0,No,No,No
FDX000543,2023-07-28,San Francisco,São Paulo,2869,4.529999999999999,Ground,4,6.0,48,3.48,81.88,404.47,5.0,No,No,No
FDX001275,2024-01-25,San Francisco,Mumbai,1856,30.69,Ground,2,5.0,72,1.97,109.41,16.0,3.0,No,No,No
FDX000448,2023-01-12,Atlanta,Mumbai,1552,16.96,Express,1,1.0,5,2.26,276.74,44.04,5.0,No,No,No
FDX001299,2023-04-03,Los Angeles,Dubai,208,6.22,Air,1,1.0,7,0.28,22.44,21.06,3.0,No,No,No
FDX001257,2023-07-16,Atlanta,Mexico City,3302,27.68,Air,2,2.0,4,6.67,146.41,597.59,4.0,No,No,No
FDX001255,2023-02-13,Atlanta,Toronto,2239,8.08,Ground,2,1.0,0,1.45,70.29,26.99,4.0,No,No,No
FDX000428,2025-04-06,Denver,Dubai,2953,21.900000000000002,Air,2,1.0,0,6.08,126.1,119.29,4.0,No,No,No
FDX001166,2023-02-24,Atlanta,Berlin,4259,30.770000000000003,Express,2,2.0,13,7.84,375.24,25.26,5.0,No,No,No
FDX000284,2023-04-03,Chicago,Mexico City,2387,7.56,Air,2,3.0,24,4.86,82.44,78.99,5.0,Yes,Yes,No
FDX000350,2023-07-11,Atlanta,London,3193,34.06,Ground,3,3.0,0,3.13,146.37,34.68,4.0,No,No,No
FDX000305,2024-09-10,Atlanta,Singapore,3369,11.49,Air,1,4.0,72,6.32,114.32,47.94,5.0,No,Yes,No
FDX000354,2023-05-10,Dallas,Mumbai,2877,,Ground,3,,32,,103.26,63.32,,No,No,No
FDX001145,2023-05-03,Miami,Tokyo,3452,3.0700000000000003,Ground,5,8.0,72,2.97,89.09,18.75,4.0,No,No,No
FDX000418,2023-01-11,Houston,Toronto,3000,31.39,Air,2,5.0,75,4.97,142.69,10.0,4.0,No,No,No
FDX001229,2024-06-13,New York,Mexico City,5361,39.120000000000005,Air,3,3.0,17,6.61,210.29,18.13,5.0,No,No,No
FDX001738,2023-02-22,Chicago,Tokyo,1904,38.89,Ground,4,4.0,9,2.03,126.95,65.45,5.0,No,No,No
FDX001916,2024-05-09,Los Angeles,Dubai,4085,28.740000000000002,Ground,7,10.0,87,4.9,158.88,16.28,5.0,No,No,No
FDX000625,2023-02-19,Atlanta,Mexico City,3056,40.06,Express,2,1.0,0,4.31,359.17,18.16,4.0,No,No,No
FDX000513,2023-04-08,Denver,Tokyo,3468,9.02,Air,2,7.0,133,6.94,113.22,95.45,5.0,No,Yes,No
FDX000110,2023-12-09,Dallas,Mumbai,1095,14.209999999999999,Ground,2,2.0,0,1.23,59.01,70.1,4.0,No,No,No
FDX001834,2023-12-11,Dallas,Sydney,4730,33.64,Ground,6,6.0,14,3.49,177.35,10.59,5.0,No,No,No
FDX000577,2023-02-02,Miami,Sydney,5428,24.46,Air,2,2.0,0,10.11,192.81,10.0,4.0,No,No,No
FDX000716,2024-06-24,Los Angeles,Toronto,3134,21.19,Air,1,1.0,0,5.1,125.36,24.09,4.0,No,No,No
FDX001853,2023-11-01,Atlanta,Tokyo,1207,,Ground,2,,0,,64.53,20.8,,No,No,No
FDX000250,2023-12-13,New York,São Paulo,7183,27.96,Ground,9,7.0,0,6.84,225.1,29.51,4.0,No,No,No
FDX001965,2023-01-12,New York,Mexico City,3723,15.32,Ground,6,6.0,1,2.09,116.37,45.14,4.0,No,No,No
FDX001482,2023-02-19,Denver,Toronto,3247,0.69,Air,1,1.0,0,4.47,84.73,86.39,3.0,No,No,No
FDX001886,2024-03-13,Seattle,São Paulo,1723,23.950000000000003,Air,1,3.0,63,2.71,95.49,113.54,4.0,No,No,No
FDX000161,2023-04-17,Denver,Mumbai,4140,46.31,Express,2,2.0,7,6.32,399.38,15.96,3.0,Yes,No,No
FDX000531,2023-04-18,Miami,Berlin,3269,19.490000000000002,Air,2,1.0,0,3.63,120.25,10.0,4.0,No,No,No
FDX000998,2023-05-04,Chicago,Mumbai,1813,17.57,Express,1,1.0,8,3.05,285.55,64.29,5.0,No,No,No
FDX001876,2023-04-05,New York,Singapore,5627,15.91,Air,3,3.0,0,6.36,168.44,27.75,5.0,No,No,No
FDX001131,2023-11-17,Houston,São Paulo,2629,44.92,Air,2,2.0,0,4.41,160.65,50.8,2.0,No,No,No
FDX001787,2023-02-18,Miami,London,4037,21.91,Ground,6,6.0,0,2.46,136.94,49.46,4.0,No,No,No
FDX001223,2023-10-11,Dallas,Tokyo,3226,14.219999999999999,Ground,5,5.0,9,1.99,103.93,53.99,4.0,No,No,No
FDX000954,2023-08-21,New York,São Paulo,3093,5.93,Ground,4,4.0,0,2.18,85.26,17.92,5.0,No,No,No
FDX001627,2023-01-19,Seattle,Dubai,3342,18.540000000000003,Express,2,3.0,24,3.55,319.57,19.48,4.0,No,No,No
FDX001310,2026-05-13,Seattle,Dubai,1863,8.139999999999999,Air,1,1.0,0,1.72,63.7,126.14,3.0,No,No,No
FDX000679,2024-09-07,Dallas,Singapore,1516,37.59,Ground,2,1.0,0,1.6,115.3,15.34,5.0,No,No,No
FDX001319,2023-01-19,Seattle,Dubai,2400,28.740000000000002,Ground,5,1.0,0,2.87,119.09,25.5,3.0,No,No,No
FDX000737,2024-01-10,Houston,São Paulo,2456,15.549999999999999,Ground,5,3.0,0,2.87,93.83,26.38,5.0,No,No,No
FDX000042,2023-08-31,Dallas,Berlin,3059,17.12,Ground,3,4.0,24,3.74,111.64,56.15,3.0,No,No,No
FDX000257,2024-10-22,Houston,Berlin,1578,2.11,Air,1,4.0,79,1.64,45.7,29.76,5.0,No,No,No
FDX000213,2023-02-09,Atlanta,São Paulo,2754,10.74,Air,1,1.0,0,4.8,95.96,63.76,5.0,No,No,No
FDX001700,2023-04-27,New York,Mumbai,4661,23.51,Express,3,6.0,81,4.78,359.58,16.06,5.0,No,No,No
FDX001925,2023-09-05,Dallas,Dubai,3960,12.58,Ground,6,6.0,0,4.36,122.44,21.42,5.0,No,No,No
FDX001660,2025-06-12,New York,London,6179,35.67,Air,4,4.0,0,11.42,234.18,46.18,4.0,No,No,No
FDX000733,2023-09-24,Denver,Berlin,2193,53.21,Express,1,1.0,0,3.41,365.51,35.53,4.0,No,Yes,No
FDX000236,2023-07-07,Dallas,Mexico City,3692,6.76,Air,2,2.0,3,7.23,114.05,29.96,4.0,No,No,No
FDX000949,2023-01-21,Los Angeles,Mexico City,1394,24.34,Ground,2,2.0,15,1.58,86.3,23.07,5.0,No,No,No
FDX001776,2023-02-10,Houston,Mumbai,1425,70.71,Express,1,1.0,18,2.58,382.66,28.19,5.0,No,No,No
FDX000822,2025-10-31,Houston,São Paulo,3128,4.4799999999999995,Air,2,6.0,99,6.56,96.2,27.25,4.0,Yes,No,No
FDX001182,2024-04-02,San Francisco,São Paulo,3999,23.57,Air,1,4.0,85,7.2,153.72,44.78,4.0,Yes,No,No
FDX000981,2023-04-22,Atlanta,Mumbai,1732,2.74,Air,1,3.0,48,3.11,54.45,20.25,5.0,No,No,No
FDX000022,2023-01-16,Los Angeles,São Paulo,3815,59.88,Ground,4,4.0,18,3.25,210.81,24.81,5.0,No,No,No
FDX001675,2023-04-09,New York,Singapore,4180,2.2600000000000002,Air,2,4.0,48,8.17,117.63,11.29,4.0,No,No,No
FDX001658,2023-05-14,Atlanta,Mexico City,1224,14.99,Air,1,2.0,32,1.14,62.88,31.1,4.0,No,No,No
FDX001683,2025-12-16,Los Angeles,Tokyo,2828,13.709999999999999,Air,1,1.0,9,4.45,102.33,19.55,4.0,No,No,No
FDX000511,2024-06-30,Denver,Tokyo,1458,29.75,Express,1,1.0,0,3.01,302.69,16.63,3.0,No,No,No
FDX001725,2023-06-19,Seattle,Dubai,1864,55.370000000000005,Air,1,4.0,78,3.22,162.68,13.72,5.0,No,Yes,No
FDX001000,2023-07-31,Denver,São Paulo,3397,36.45,Express,2,3.0,24,5.85,363.39,12.37,5.0,No,No,No
FDX001128,2023-03-15,Chicago,Toronto,2217,27.240000000000002,Express,1,1.0,6,3.99,315.79,19.05,4.0,No,No,No
FDX001815,2023-01-26,New York,Sydney,5206,7.2299999999999995,Express,3,2.0,0,8.69,349.65,14.02,5.0,No,No,No
FDX000499,2023-02-21,Denver,Tokyo,2905,1.01,Air,2,5.0,72,5.64,82.04,29.1,4.0,No,No,No
FDX001588,2025-07-28,Los Angeles,Toronto,2741,11.049999999999999,Air,2,3.0,24,4.08,94.16,36.09,4.0,No,No,No
FDX000071,2024-07-16,Miami,Mexico City,3923,58.07,Air,2,5.0,72,4.69,213.67,66.5,5.0,No,No,No
FDX000368,2023-02-02,San Francisco,Sydney,2476,19.32,Ground,4,4.0,4,3.0,102.16,23.51,4.0,No,No,No
FDX001117,2025-05-05,Houston,Mexico City,1436,3.0700000000000003,Ground,2,2.0,0,0.81,42.29,124.44,5.0,No,Yes,No
FDX001817,2023-03-11,San Francisco,Dubai,3905,0.55,Air,2,3.0,24,3.61,95.03,28.54,4.0,No,No,No
FDX001445,2024-12-09,Atlanta,São Paulo,2840,5.89,Air,2,2.0,9,5.37,89.69,57.23,5.0,No,No,No
FDX000021,2023-01-11,Houston,Dubai,5777,25.450000000000003,Air,3,6.0,72,8.82,197.9,19.73,4.0,Yes,No,No
FDX001449,2023-03-27,San Francisco,Dubai,4048,18.78,Express,2,3.0,34,5.85,341.07,33.21,5.0,No,No,No
FDX001172,2023-01-13,New York,Dubai,2121,5.659999999999999,Express,1,3.0,48,3.05,267.89,23.0,5.0,No,No,No
FDX000613,2023-05-13,Atlanta,Mumbai,1801,5.51,Ground,4,5.0,24,1.55,56.69,19.77,4.0,Yes,No,No
FDX001404,2024-03-20,Miami,Dubai,3841,38.980000000000004,Air,1,1.0,9,4.35,172.83,47.67,5.0,No,No,No
FDX001534,2023-01-11,Los Angeles,Mexico City,2398,11.53,Air,1,1.0,4,2.71,84.15,20.71,4.0,No,No,No
FDX001755,2024-04-17,Miami,Berlin,6012,8.26,Ground,7,4.0,0,6.98,162.7,57.02,4.0,Yes,No,No
